Order Date,Region,Category,Sub-Category,Quantity,Unit Price,Discount,Sales,Profit,Year,Month
2018-11-19,West,Technology,Phones,9,415.26,0.0,3550.47,605.61,2018,2018-11
2018-04-05,West,Office Supplies,Binders,8,121.3,0.0,970.4,225.63,2018,2018-04
2019-08-13,South,Technology,Computers,5,354.04,0.0,1770.2,98.16,2019,2019-08
2018-04-15,West,Office Supplies,Pens,1,66.41,0.1,66.41,7.47,2018,2018-04
2020-10-30,South,Technology,Accessories,8,305.26,0.1,2197.87,267.41,2020,2020-10
2019-11-12,Central,Office Supplies,Pens,6,115.79,0.0,660.0,126.16,2019,2019-11
2019-01-20,West,Technology,Accessories,6,388.64,0.0,2215.25,520.95,2019,2019-01
2017-02-07,East,Office Supplies,Binders,4,39.29,0.0,157.16,30.32,2017,2017-02
2017-08-18,South,Office Supplies,Pens,3,82.68,0.0,248.04,32.4,2017,2017-08
2020-10-20,West,Technology,Accessories,3,349.58,0.0,1048.74,134.1,2020,2020-10
2018-07-17,South,Office Supplies,Pens,4,63.43,0.0,228.35,13.55,2018,2018-07
2018-03-14,South,Technology,Computers,6,404.37,0.2,2426.22,581.35,2018,2018-03
2020-07-30,Central,Office Supplies,Pens,3,21.4,0.0,64.2,-0.62,2020,2020-07
2017-01-27,South,Furniture,Bookcases,2,20.32,0.0,36.58,2.9,2017,2017-01
2017-08-14,East,Technology,Phones,4,400.22,0.0,1600.88,154.93,2017,2017-08
2020-07-24,Central,Office Supplies,Binders,8,226.3,0.05,1810.4,179.01,2020,2020-07
2019-03-09,Central,Furniture,Tables,1,30.89,0.0,29.35,1.2,2019,2019-03
2017-10-11,South,Office Supplies,Pens,3,202.36,0.05,485.66,37.85,2017,2017-10
2019-05-29,West,Office Supplies,Paper,7,91.62,0.0,577.21,113.48,2019,2019-05
2019-08-18,East,Office Supplies,Paper,9,116.28,0.0,994.19,107.42,2019,2019-08
2018-03-29,East,Furniture,Chairs,3,150.9,0.0,407.43,45.19,2018,2018-03
2019-10-17,East,Technology,Phones,2,359.14,0.0,718.28,41.57,2019,2019-10
2019-03-27,East,Technology,Computers,6,344.69,0.0,2068.14,392.0,2019,2019-03
2018-10-21,South,Office Supplies,Binders,8,183.61,0.0,1321.99,160.18,2018,2018-10
2018-07-01,East,Office Supplies,Paper,1,44.0,0.0,44.0,-2.03,2018,2018-07
2020-04-30,South,Furniture,Bookcases,5,14.6,0.05,73.0,1.73,2020,2020-04
2019-12-09,West,Technology,Phones,3,555.0,0.1,1665.0,155.26,2019,2019-12
2017-01-17,Central,Technology,Phones,9,387.52,0.0,3487.68,421.25,2017,2017-01
2020-04-10,Central,Office Supplies,Binders,3,24.34,0.0,69.37,2.07,2020,2020-04
2020-05-28,South,Office Supplies,Paper,3,148.66,0.05,445.98,33.75,2020,2020-05
2017-06-07,East,Office Supplies,Binders,5,138.54,0.2,692.7,127.63,2017,2017-06
2018-04-22,East,Office Supplies,Paper,7,44.33,0.05,310.31,16.01,2018,2018-04
2019-12-06,South,Furniture,Bookcases,3,34.78,0.0,99.12,13.15,2019,2019-12
2020-10-28,South,Office Supplies,Paper,7,65.18,0.1,456.26,67.86,2020,2020-10
2018-06-02,South,Office Supplies,Paper,1,194.18,0.0,184.47,21.45,2018,2018-06
2017-04-09,South,Technology,Computers,3,450.99,0.1,1352.97,250.7,2017,2017-04
2019-11-27,Central,Technology,Accessories,6,267.47,0.0,1524.58,140.22,2019,2019-11
2017-10-07,East,Furniture,Bookcases,5,58.04,0.1,275.69,25.49,2017,2017-10
2020-10-04,Central,Office Supplies,Paper,2,129.37,0.0,258.74,14.48,2020,2020-10
2018-05-12,Central,Office Supplies,Binders,4,1.23,0.0,4.92,-8.99,2018,2018-05
2017-10-29,East,Office Supplies,Pens,9,114.78,0.0,1033.02,150.01,2017,2017-10
2017-06-30,East,Technology,Accessories,6,475.03,0.0,2850.18,544.92,2017,2017-06
2018-08-30,Central,Furniture,Bookcases,1,129.9,0.0,129.9,13.08,2018,2018-08
2020-01-28,Central,Office Supplies,Paper,3,188.16,0.05,564.48,25.06,2020,2020-01
2018-12-01,East,Technology,Computers,7,416.18,0.0,2621.93,367.67,2018,2018-12
2019-09-20,Central,Technology,Computers,1,380.7,0.0,380.7,33.61,2019,2019-09
2020-02-14,South,Office Supplies,Paper,4,148.67,0.05,594.68,90.01,2020,2020-02
2017-07-10,West,Technology,Computers,8,621.28,0.0,4970.24,551.56,2017,2017-07
2017-09-10,Central,Technology,Accessories,6,502.16,0.0,3012.96,334.89,2017,2017-09
2019-09-08,Central,Technology,Phones,3,427.04,0.0,1281.12,253.28,2019,2019-09
2019-07-17,Central,Furniture,Bookcases,9,74.09,0.0,533.45,26.54,2019,2019-07
2020-03-30,Central,Office Supplies,Binders,4,206.4,0.0,825.6,162.8,2020,2020-03
2020-07-03,East,Office Supplies,Binders,3,304.37,0.1,913.11,51.37,2020,2020-07
2020-09-08,South,Technology,Computers,7,348.62,0.1,2440.34,423.29,2020,2020-09
2017-05-08,Central,Furniture,Tables,6,32.98,0.0,187.99,33.16,2017,2017-05
2017-01-18,South,Technology,Computers,7,313.65,0.05,2195.55,188.18,2017,2017-01
2018-07-20,West,Office Supplies,Pens,5,17.89,0.05,84.98,10.98,2018,2018-07
2018-07-24,West,Office Supplies,Binders,7,198.4,0.2,1319.36,139.87,2018,2018-07
2020-09-08,West,Office Supplies,Binders,3,99.91,0.1,299.73,21.83,2020,2020-09
2018-11-17,South,Furniture,Bookcases,6,42.23,0.05,253.38,41.1,2018,2018-11
2018-09-18,West,Office Supplies,Pens,7,132.04,0.0,924.28,124.47,2018,2018-09
2020-08-04,Central,Office Supplies,Pens,1,110.49,0.0,110.49,9.18,2020,2020-08
2019-05-04,East,Furniture,Chairs,4,273.2,0.0,983.52,162.67,2019,2019-05
2019-08-20,South,Office Supplies,Pens,9,195.24,0.0,1757.16,182.0,2019,2019-08
2017-06-04,West,Office Supplies,Paper,7,196.2,0.0,1373.4,194.65,2017,2017-06
2018-05-05,South,Office Supplies,Pens,1,125.37,0.0,125.37,26.04,2018,2018-05
2020-11-10,South,Technology,Accessories,5,431.9,0.0,2051.52,237.84,2020,2020-11
2019-02-24,South,Technology,Phones,5,360.86,0.0,1804.3,322.59,2019,2019-02
2020-02-02,South,Office Supplies,Pens,2,3.41,0.0,6.82,-4.59,2020,2020-02
2020-11-17,East,Office Supplies,Paper,8,57.43,0.0,459.44,93.87,2020,2020-11
2017-09-03,South,Office Supplies,Paper,7,7.52,0.1,50.01,8.22,2017,2017-09
2020-04-14,East,Technology,Phones,5,440.43,0.0,2202.15,199.98,2020,2020-04
2019-11-29,South,Furniture,Tables,3,58.63,0.1,175.89,0.59,2019,2019-11
2019-01-29,Central,Technology,Computers,8,356.15,0.0,2564.28,192.75,2019,2019-01
2018-06-22,Central,Office Supplies,Pens,3,112.54,0.05,270.1,6.14,2018,2018-06
2019-07-10,Central,Technology,Accessories,1,481.88,0.0,457.79,17.06,2019,2019-07
2018-02-12,West,Furniture,Bookcases,2,92.69,0.0,185.38,28.5,2018,2018-02
2018-06-09,South,Office Supplies,Binders,5,93.53,0.0,420.88,33.04,2018,2018-06
2019-04-08,Central,Office Supplies,Pens,9,87.29,0.0,746.33,99.06,2019,2019-04
2019-06-22,East,Technology,Computers,8,366.52,0.0,2932.16,701.44,2019,2019-06
2017-02-05,Central,Office Supplies,Paper,6,0.91,0.1,5.46,-9.6,2017,2017-02
2018-11-16,South,Office Supplies,Binders,9,140.59,0.0,1202.04,252.95,2018,2018-11
2017-01-20,West,Technology,Accessories,8,277.82,0.0,1778.05,148.23,2017,2017-01
2017-11-17,West,Technology,Computers,3,263.83,0.0,791.49,45.33,2017,2017-11
2018-05-27,South,Furniture,Chairs,3,257.48,0.0,733.82,115.13,2018,2018-05
2018-02-04,East,Furniture,Bookcases,8,63.84,0.0,510.72,122.5,2018,2018-02
2018-10-16,West,Office Supplies,Paper,6,209.45,0.1,1256.7,162.99,2018,2018-10
2019-08-30,West,Office Supplies,Pens,5,6.5,0.0,32.5,5.22,2019,2019-08
2018-04-16,Central,Office Supplies,Pens,3,196.37,0.05,589.11,60.23,2018,2018-04
2020-03-12,East,Office Supplies,Paper,8,50.07,0.0,380.53,46.18,2020,2020-03
2020-01-21,Central,Technology,Phones,9,355.57,0.05,3200.13,741.16,2020,2020-01
2020-10-09,East,Office Supplies,Binders,8,22.11,0.0,176.88,29.14,2020,2020-10
2019-04-14,Central,Furniture,Bookcases,8,176.67,0.0,1413.36,72.05,2019,2019-04
2018-12-28,West,Technology,Accessories,3,404.13,0.1,1091.15,183.04,2018,2018-12
2019-05-04,West,Furniture,Tables,2,141.39,0.0,282.78,38.8,2019,2019-05
2017-02-20,Central,Office Supplies,Paper,7,54.6,0.0,363.09,74.26,2017,2017-02
2018-07-29,West,Office Supplies,Paper,4,206.95,0.0,786.41,176.03,2018,2018-07
2020-04-28,West,Technology,Computers,4,494.61,0.1,1780.6,404.52,2020,2020-04
2020-02-23,West,Technology,Accessories,9,426.89,0.0,3842.01,361.65,2020,2020-02
2017-05-30,Central,Office Supplies,Paper,5,81.8,0.0,409.0,72.46,2017,2017-05
2017-11-10,South,Office Supplies,Pens,8,23.23,0.2,167.26,3.43,2017,2017-11
2018-07-24,West,Office Supplies,Paper,2,11.5,0.05,18.4,-2.5,2018,2018-07
2020-09-27,East,Office Supplies,Pens,6,182.79,0.0,1096.74,51.33,2020,2020-09
2017-11-01,Central,Technology,Phones,9,286.38,0.0,2577.42,518.32,2017,2017-11
2018-11-13,East,Technology,Computers,3,412.36,0.0,1237.08,257.85,2018,2018-11
2019-04-18,West,Technology,Accessories,7,408.83,0.1,2575.63,522.67,2019,2019-04
2019-12-14,West,Office Supplies,Binders,9,112.24,0.0,1010.16,94.72,2019,2019-12
2019-09-30,West,Technology,Accessories,3,367.74,0.05,882.58,92.17,2019,2019-09
2018-03-20,South,Technology,Accessories,7,432.15,0.1,2873.8,523.22,2018,2018-03
2018-09-05,South,Office Supplies,Pens,1,42.24,0.0,42.24,-0.71,2018,2018-09
2019-09-20,West,Technology,Phones,2,516.9,0.2,1033.8,150.36,2019,2019-09
2017-09-21,East,Technology,Computers,3,252.49,0.1,681.72,125.57,2017,2017-09
2019-12-13,East,Office Supplies,Pens,2,13.64,0.05,27.28,-1.73,2019,2019-12
2019-10-01,East,Office Supplies,Pens,9,3.81,0.0,34.29,8.42,2019,2019-10
2017-01-05,West,Office Supplies,Paper,1,2.94,0.0,2.94,-9.58,2017,2017-01
2020-02-01,East,Furniture,Chairs,8,108.64,0.05,869.12,125.85,2020,2020-02
2020-05-04,Central,Furniture,Bookcases,5,199.31,0.0,896.9,197.9,2020,2020-05
2019-02-13,East,Office Supplies,Pens,4,72.08,0.0,288.32,27.92,2019,2019-02
2019-05-27,Central,Technology,Phones,3,287.27,0.05,861.81,195.8,2019,2019-05
2019-09-19,South,Office Supplies,Binders,1,67.31,0.05,63.94,15.07,2019,2019-09
2019-06-03,East,Office Supplies,Paper,1,53.13,0.0,53.13,8.22,2019,2019-06
2020-10-05,West,Office Supplies,Paper,8,126.33,0.05,909.58,107.56,2020,2020-10
2017-02-16,South,Technology,Phones,2,383.01,0.0,612.82,84.87,2017,2017-02
2019-05-17,West,Office Supplies,Binders,4,220.34,0.0,705.09,146.18,2019,2019-05
2019-04-03,South,Furniture,Bookcases,3,109.25,0.0,327.75,44.45,2019,2019-04
2019-07-25,West,Office Supplies,Binders,6,10.69,0.0,51.31,0.86,2019,2019-07
2018-10-18,East,Office Supplies,Pens,2,15.49,0.1,30.98,-2.43,2018,2018-10
2017-09-26,South,Technology,Computers,9,315.32,0.0,2837.88,658.06,2017,2017-09
2018-01-05,West,Technology,Accessories,1,383.77,0.1,345.39,18.18,2018,2018-01
2018-09-28,West,Furniture,Bookcases,7,117.63,0.1,658.73,102.76,2018,2018-09
2020-02-04,East,Technology,Accessories,7,531.36,0.05,3719.52,513.65,2020,2020-02
2018-10-19,East,Office Supplies,Paper,5,160.29,0.0,801.45,162.2,2018,2018-10
2017-04-30,West,Office Supplies,Binders,7,172.12,0.0,1084.36,79.34,2017,2017-04
2019-04-11,Central,Technology,Phones,7,484.81,0.0,3223.99,469.25,2019,2019-04
2019-12-18,West,Furniture,Tables,2,224.24,0.1,426.06,81.68,2019,2019-12
2020-10-01,West,Office Supplies,Paper,4,98.56,0.1,374.53,35.39,2020,2020-10
2019-01-11,East,Furniture,Bookcases,1,136.84,0.0,130.0,21.17,2019,2019-01
2017-04-27,Central,Technology,Phones,2,394.17,0.1,788.34,94.05,2017,2017-04
2019-03-02,Central,Office Supplies,Pens,6,110.47,0.0,596.54,106.36,2019,2019-03
2020-02-25,Central,Office Supplies,Binders,1,40.91,0.0,40.91,4.5,2020,2020-02
2020-11-17,Central,Office Supplies,Paper,1,113.86,0.0,113.86,21.97,2020,2020-11
2019-10-10,West,Technology,Accessories,1,323.5,0.0,323.5,26.93,2019,2019-10
2019-12-18,West,Office Supplies,Binders,4,176.0,0.0,704.0,61.39,2019,2019-12
2018-09-26,Central,Technology,Accessories,9,419.44,0.0,3586.21,367.05,2018,2018-09
2018-05-28,West,Furniture,Chairs,3,221.07,0.05,596.89,60.65,2018,2018-05
2019-03-13,East,Technology,Phones,7,431.84,0.05,3022.88,480.39,2019,2019-03
2020-01-25,East,Office Supplies,Paper,6,55.65,0.05,317.2,28.51,2020,2020-01
2020-02-16,East,Furniture,Chairs,7,255.2,0.0,1786.4,88.92,2020,2020-02
2018-07-14,South,Furniture,Chairs,2,29.27,0.05,52.69,8.17,2018,2018-07
2018-05-03,West,Furniture,Chairs,4,107.07,0.0,428.28,13.31,2018,2018-05
2020-06-14,Central,Furniture,Chairs,2,137.91,0.1,262.03,46.42,2020,2020-06
2019-06-16,East,Office Supplies,Pens,6,42.35,0.0,254.1,16.77,2019,2019-06
2020-07-19,West,Technology,Accessories,3,419.39,0.0,1258.17,115.0,2020,2020-07
2020-04-27,West,Technology,Computers,3,292.31,0.0,876.93,167.77,2020,2020-04
2018-12-05,West,Office Supplies,Binders,5,154.49,0.0,733.83,172.98,2018,2018-12
2018-08-04,East,Technology,Accessories,6,440.16,0.1,2640.96,268.8,2018,2018-08
2019-03-01,East,Office Supplies,Pens,3,44.4,0.05,133.2,25.51,2019,2019-03
2019-05-11,South,Technology,Phones,2,397.77,0.0,795.54,149.51,2019,2019-05
2017-09-04,West,Furniture,Tables,9,26.89,0.1,242.01,47.34,2017,2017-09
2020-01-05,East,Office Supplies,Paper,6,46.96,0.0,267.67,51.48,2020,2020-01
2017-06-03,South,Technology,Computers,9,494.66,0.1,4451.94,640.33,2017,2017-06
2020-12-29,South,Office Supplies,Paper,2,31.29,0.0,62.58,7.19,2020,2020-12
2019-09-24,South,Furniture,Chairs,8,219.86,0.0,1670.94,231.21,2019,2019-09
2020-01-15,Central,Furniture,Chairs,9,89.58,0.0,806.22,41.19,2020,2020-01
2018-11-28,Central,Technology,Computers,1,361.53,0.1,361.53,10.96,2018,2018-11
2020-08-01,East,Office Supplies,Binders,8,155.69,0.0,1183.24,268.55,2020,2020-08
2020-05-28,East,Technology,Computers,4,253.87,0.0,1015.48,218.04,2020,2020-05
2019-12-29,South,Furniture,Tables,6,111.28,0.0,667.68,41.16,2019,2019-12
2019-12-07,Central,Furniture,Bookcases,5,14.91,0.0,74.55,-4.75,2019,2019-12
2019-10-06,West,Office Supplies,Binders,5,44.44,0.0,211.09,13.92,2019,2019-10
2017-04-04,Central,Technology,Computers,9,476.96,0.0,4078.01,937.33,2017,2017-04
2019-08-16,East,Office Supplies,Pens,8,81.04,0.0,583.49,107.91,2019,2019-08
2019-10-09,East,Office Supplies,Paper,1,153.2,0.0,137.88,34.35,2019,2019-10
2018-03-29,South,Office Supplies,Pens,8,20.95,0.05,167.6,35.29,2018,2018-03
2020-05-12,West,Office Supplies,Pens,9,104.51,0.0,893.56,145.69,2020,2020-05
2019-07-01,South,Technology,Phones,6,411.32,0.05,2467.92,287.35,2019,2019-07
2017-08-06,South,Technology,Accessories,9,338.88,0.0,3049.92,295.27,2017,2017-08
2018-04-19,Central,Technology,Accessories,8,314.8,0.1,2518.4,324.99,2018,2018-04
2018-03-08,West,Office Supplies,Paper,2,123.55,0.0,234.74,19.6,2018,2018-03
2017-12-07,East,Furniture,Bookcases,4,233.22,0.05,932.88,125.14,2017,2017-12
2018-07-05,South,Office Supplies,Pens,8,176.62,0.05,1412.96,234.58,2018,2018-07
2020-08-05,West,Office Supplies,Pens,4,116.61,0.05,466.44,14.01,2020,2020-08
2020-07-01,Central,Furniture,Tables,3,192.74,0.05,578.22,70.51,2020,2020-07
2017-12-23,Central,Technology,Accessories,4,403.77,0.1,1534.33,283.18,2017,2017-12
2017-01-23,Central,Furniture,Bookcases,7,74.9,0.2,524.3,22.74,2017,2017-01
2018-06-06,West,Furniture,Tables,2,133.61,0.0,240.5,43.33,2018,2018-06
2020-01-29,West,Office Supplies,Pens,7,191.33,0.0,1339.31,189.31,2020,2020-01
2019-03-13,East,Technology,Accessories,6,364.63,0.0,2187.78,418.14,2019,2019-03
2020-04-18,East,Technology,Computers,5,390.9,0.0,1954.5,100.33,2020,2020-04
2020-05-31,South,Furniture,Chairs,3,105.75,0.05,301.39,10.7,2020,2020-05
2019-02-01,West,Furniture,Tables,4,90.95,0.0,327.42,69.91,2019,2019-02
2018-03-18,South,Technology,Accessories,4,360.33,0.0,1441.32,152.4,2018,2018-03
2019-02-08,West,Furniture,Chairs,3,108.84,0.0,326.52,16.42,2019,2019-02
2019-10-13,East,Office Supplies,Paper,5,49.89,0.0,249.45,43.04,2019,2019-10
2020-09-10,West,Furniture,Tables,1,147.13,0.2,139.77,17.93,2020,2020-09
2018-05-31,South,Furniture,Bookcases,2,113.48,0.0,226.96,42.8,2018,2018-05
2019-11-06,South,Technology,Accessories,7,208.64,0.0,1460.48,358.54,2019,2019-11
2019-03-03,West,Technology,Phones,4,467.58,0.0,1870.32,348.48,2019,2019-03
2017-12-02,West,Furniture,Chairs,8,114.19,0.0,867.84,102.05,2017,2017-12
2017-09-15,South,Technology,Accessories,7,232.01,0.0,1624.07,220.91,2017,2017-09
2018-05-12,South,Technology,Computers,1,484.56,0.0,484.56,83.81,2018,2018-05
2019-06-15,South,Office Supplies,Pens,9,115.9,0.0,938.79,82.75,2019,2019-06
2017-06-09,Central,Furniture,Chairs,4,61.26,0.05,220.54,13.11,2017,2017-06
2019-05-02,East,Office Supplies,Paper,7,173.85,0.05,1216.95,154.87,2019,2019-05
2018-11-21,West,Office Supplies,Binders,2,221.78,0.0,443.56,79.04,2018,2018-11
2018-01-15,South,Furniture,Tables,7,106.14,0.0,742.98,33.3,2018,2018-01
2019-08-15,East,Technology,Accessories,6,388.88,0.0,2333.28,174.09,2019,2019-08
2018-11-22,Central,Office Supplies,Paper,1,196.41,0.0,186.59,24.66,2018,2018-11
2020-12-21,South,Office Supplies,Binders,5,8.63,0.1,38.84,-1.29,2020,2020-12
2020-07-15,South,Office Supplies,Binders,8,102.31,0.1,818.48,163.23,2020,2020-07
2020-12-11,Central,Office Supplies,Paper,8,151.7,0.0,970.88,194.56,2020,2020-12
2020-04-06,East,Furniture,Chairs,7,2.0,0.05,12.6,2.69,2020,2020-04
2019-12-03,West,Technology,Phones,5,491.23,0.0,2456.15,312.72,2019,2019-12
2017-10-12,Central,Office Supplies,Pens,5,299.91,0.0,1499.55,291.58,2017,2017-10
2018-02-01,South,Furniture,Chairs,8,96.19,0.0,769.52,171.55,2018,2018-02
2017-01-12,Central,Office Supplies,Binders,9,64.44,0.1,579.96,63.56,2017,2017-01
2020-08-18,East,Technology,Computers,6,448.37,0.1,2555.71,352.0,2020,2020-08
2020-06-30,East,Furniture,Bookcases,2,76.01,0.0,152.02,3.65,2020,2020-06
2018-05-14,South,Technology,Computers,2,377.52,0.0,755.04,106.53,2018,2018-05
2019-01-24,West,Furniture,Tables,7,84.15,0.0,589.05,44.66,2019,2019-01
2017-02-04,East,Office Supplies,Pens,7,67.5,0.2,472.5,107.74,2017,2017-02
2018-12-28,South,Furniture,Tables,9,50.65,0.0,410.26,85.93,2018,2018-12
2019-04-29,Central,Technology,Computers,4,260.85,0.05,1043.4,61.32,2019,2019-04
2017-03-31,South,Furniture,Tables,7,15.8,0.0,105.07,11.05,2017,2017-03
2019-02-15,Central,Office Supplies,Binders,5,90.74,0.0,431.02,98.18,2019,2019-02
2018-08-28,South,Furniture,Bookcases,6,191.17,0.0,1032.32,254.17,2018,2018-08
2019-08-28,East,Furniture,Bookcases,6,72.85,0.0,437.1,80.16,2019,2019-08
2019-10-19,South,Office Supplies,Pens,8,88.16,0.05,564.22,78.95,2019,2019-10
2018-02-22,East,Technology,Accessories,6,424.87,0.05,2549.22,169.4,2018,2018-02
2017-04-25,East,Office Supplies,Binders,2,26.29,0.05,52.58,-1.62,2017,2017-04
2018-09-09,Central,Technology,Accessories,4,360.66,0.0,1442.64,241.73,2018,2018-09
2020-05-04,South,Office Supplies,Binders,5,61.16,0.2,305.8,26.67,2020,2020-05
2019-04-06,South,Technology,Phones,1,495.09,0.05,470.34,77.03,2019,2019-04
2020-01-04,East,Office Supplies,Binders,2,247.95,0.0,471.1,104.45,2020,2020-01
2018-02-17,East,Furniture,Bookcases,3,30.94,0.1,88.18,0.66,2018,2018-02
2020-10-31,Central,Office Supplies,Paper,7,175.36,0.0,982.02,108.01,2020,2020-10
2020-12-14,East,Technology,Phones,9,441.64,0.1,3974.76,385.86,2020,2020-12
2018-12-30,East,Office Supplies,Pens,3,34.57,0.05,82.97,-2.16,2018,2018-12
2020-07-24,West,Office Supplies,Pens,2,217.35,0.0,434.7,50.68,2020,2020-07
2019-10-18,South,Office Supplies,Binders,9,143.14,0.0,1288.26,199.88,2019,2019-10
2019-01-31,East,Office Supplies,Paper,1,123.46,0.05,111.11,4.31,2019,2019-01
2018-11-07,West,Office Supplies,Paper,8,40.58,0.0,324.64,69.36,2018,2018-11
2020-11-18,West,Furniture,Tables,5,8.52,0.0,42.6,3.55,2020,2020-11
2018-04-02,East,Office Supplies,Binders,2,143.33,0.0,272.33,40.8,2018,2018-04
2019-07-09,West,Office Supplies,Binders,1,113.44,0.0,102.1,25.35,2019,2019-07
2017-07-11,South,Office Supplies,Binders,1,175.62,0.1,140.5,16.32,2017,2017-07
2019-01-09,South,Office Supplies,Paper,5,82.89,0.0,414.45,28.77,2019,2019-01
2020-01-28,South,Office Supplies,Binders,1,205.02,0.0,164.02,16.05,2020,2020-01
2019-09-05,East,Office Supplies,Paper,9,6.8,0.0,58.14,5.82,2019,2019-09
2019-10-06,Central,Office Supplies,Pens,3,12.79,0.0,38.37,1.49,2019,2019-10
2017-04-06,Central,Technology,Computers,9,538.47,0.05,4846.23,318.69,2017,2017-04
2018-10-25,West,Office Supplies,Pens,9,33.2,0.0,298.8,48.82,2018,2018-10
2020-04-28,East,Office Supplies,Pens,9,67.23,0.05,605.07,80.95,2020,2020-04
2017-02-06,South,Technology,Computers,7,380.75,0.05,2665.25,170.61,2017,2017-02
2020-10-24,East,Technology,Computers,2,386.55,0.0,773.1,123.15,2020,2020-10
2017-10-06,South,Technology,Accessories,6,245.26,0.0,1471.56,151.83,2017,2017-10
2017-08-05,East,Technology,Phones,1,382.72,0.0,363.58,58.99,2017,2017-08
2019-05-17,Central,Furniture,Chairs,6,175.0,0.05,1050.0,136.93,2019,2019-05
2019-05-23,West,Office Supplies,Binders,9,149.13,0.0,1275.06,141.32,2019,2019-05
2020-07-20,South,Office Supplies,Binders,3,30.46,0.05,91.38,-5.29,2020,2020-07
2017-03-03,South,Office Supplies,Paper,1,153.74,0.0,153.74,14.17,2017,2017-03
2018-08-19,East,Office Supplies,Paper,5,54.19,0.0,270.95,60.53,2018,2018-08
2018-12-30,East,Office Supplies,Binders,5,17.18,0.0,68.72,10.04,2018,2018-12
2020-09-27,East,Office Supplies,Binders,2,205.19,0.05,410.38,69.51,2020,2020-09
2018-02-01,South,Furniture,Bookcases,6,88.78,0.0,532.68,121.23,2018,2018-02
2018-11-30,Central,Office Supplies,Pens,2,201.1,0.05,361.98,46.31,2018,2018-11
2019-11-09,Central,Office Supplies,Pens,2,74.12,0.05,133.42,16.24,2019,2019-11
2017-06-26,Central,Office Supplies,Paper,5,93.53,0.2,374.12,40.36,2017,2017-06
2018-01-31,East,Office Supplies,Paper,9,6.07,0.05,43.7,-4.41,2018,2018-01
2018-03-21,Central,Office Supplies,Pens,6,36.91,0.0,221.46,20.23,2018,2018-03
2020-06-10,East,Technology,Computers,8,376.47,0.0,3011.76,626.5,2020,2020-06
2017-03-17,East,Office Supplies,Binders,2,121.67,0.0,243.34,49.63,2017,2017-03
2017-09-22,East,Technology,Computers,7,392.62,0.1,2473.51,567.75,2017,2017-09
2018-03-31,Central,Technology,Accessories,6,524.5,0.2,2517.6,200.33,2018,2018-03
2018-12-19,East,Office Supplies,Paper,8,118.36,0.0,946.88,142.53,2018,2018-12
2019-01-05,East,Furniture,Tables,7,96.18,0.1,673.26,79.67,2019,2019-01
2020-11-08,East,Technology,Phones,4,402.79,0.1,1530.6,225.09,2020,2020-11
2019-05-01,West,Furniture,Bookcases,3,259.75,0.05,740.29,50.29,2019,2019-05
2020-10-22,East,Technology,Accessories,7,461.47,0.0,2907.26,704.57,2020,2020-10
2017-05-24,Central,Technology,Phones,8,350.05,0.0,2800.4,440.96,2017,2017-05
2019-06-04,South,Office Supplies,Binders,9,146.77,0.05,1320.93,251.26,2019,2019-06
2019-12-29,South,Office Supplies,Binders,4,70.38,0.05,281.52,29.51,2019,2019-12
2020-01-28,South,Technology,Accessories,4,320.45,0.0,1281.8,100.33,2020,2020-01
2018-01-31,West,Technology,Computers,1,419.96,0.0,377.96,89.66,2018,2018-01
2019-11-15,Central,Office Supplies,Paper,3,52.5,0.1,141.75,16.69,2019,2019-11
2019-08-06,Central,Office Supplies,Paper,6,188.66,0.05,1131.96,100.56,2019,2019-08
2019-06-10,Central,Furniture,Bookcases,8,90.83,0.0,726.64,93.28,2019,2019-06
2020-03-20,East,Furniture,Tables,8,121.14,0.2,969.12,106.31,2020,2020-03
2020-03-13,Central,Office Supplies,Paper,9,43.34,0.0,370.56,24.21,2020,2020-03
2018-07-23,South,Office Supplies,Binders,1,98.41,0.05,93.49,22.35,2018,2018-07
2019-11-29,West,Office Supplies,Binders,6,136.71,0.0,820.26,72.02,2019,2019-11
2017-04-19,Central,Office Supplies,Binders,8,63.8,0.0,459.36,112.68,2017,2017-04
2019-12-02,East,Office Supplies,Binders,5,180.53,0.0,722.12,69.39,2019,2019-12
2020-04-24,South,Office Supplies,Pens,1,202.57,0.0,192.44,19.24,2020,2020-04
2019-07-24,West,Furniture,Tables,5,119.82,0.05,599.1,22.12,2019,2019-07
2018-02-02,South,Furniture,Chairs,3,228.1,0.05,684.3,73.71,2018,2018-02
2020-05-31,South,Office Supplies,Binders,2,93.92,0.0,150.27,2.77,2020,2020-05
2018-09-26,South,Office Supplies,Pens,9,70.2,0.05,600.21,106.84,2018,2018-09
2020-03-02,South,Furniture,Chairs,5,93.93,0.05,469.65,116.15,2020,2020-03
2020-04-01,West,Office Supplies,Pens,1,34.77,0.0,31.29,-0.23,2020,2020-04
2020-05-23,East,Technology,Phones,2,404.99,0.0,809.98,53.34,2020,2020-05
2019-01-03,East,Technology,Accessories,3,543.61,0.0,1630.83,165.31,2019,2019-01
2017-08-23,South,Office Supplies,Pens,6,62.65,0.0,338.31,21.08,2017,2017-08
2018-10-20,East,Technology,Accessories,3,349.9,0.0,997.21,224.68,2018,2018-10
2019-01-21,East,Office Supplies,Binders,5,35.08,0.0,166.63,30.1,2019,2019-01
